recno,seq,reference,onlink
112,6,"Mehrtens, M.B., 1986, Case history and problem 1—The Tonkin Springs gold mining district, Nevada, U.S.A., in Robertson, J.M., ed., Exploration geochemistry—Design and interpretation of soil surveys: Reviews in Economic Geology, v. 3, p. 129–134.",
112,5,"Global Infomine, 2008, Tonkin Springs mine: Property News of August 6, 2011, 2 p., last accessed June 21, 2011, at http://www.infomine.com/index/properties/TONKIN_SPRINGS_MINE.html.","http://www.infomine.com/index/properties/TONKIN_SPRINGS_MINE.html"
112,1,"BacTech Environmental Corporation, 2003, BacTech to acquire 55% joint venture interest to produce gold at Tonkin Springs, Nevada: News Release of May 5, 2003, 2 p., last accessed June 25, 2011, at http://www.bactechgreen.com/s/NewsReleases.asp?ReportID=429629.","http://www.bactechgreen.com/s/NewsReleases.asp?ReportID=429629"
112,2,"Briggs, D.F., 2006, Mining operations report, version 2005: Unpublished.",
112,4,"Gesick, T.E., 1987, Tonkin Springs gold deposits—Their structural setting, in Johnson, J.L., ed., Bulk mineable precious metal deposits of the western United States: Geological Society of Nevada, Guidebook for Field Trip, p. 305–315.",
113,2,"Moore, S., ed., 2002, Geology of the northern Carlin Trend, map and cross sections, scale 1:24,000, in Thompson, T.B., Teal, L., and Meeuwig, R.O., eds., Deep deposits along the Carlin Trend: Nevada Bureau of Mines and Geology Bulletin 111, plate 1 and 2.",
113,1,"Mohling, J.W., 2002, Geology and gold mineralization of the Turf Deposit, in Thompson, T.B., Teal, L., and Meeuwig, R.O., eds., Gold deposits of the Carlin Trend: Nevada Bureau of Mines and Geology Bulletin 111, p. 91–105.",
113,3,"Teal, L., and Jackson, M., 1997, Geologic overview of the Carlin Trend gold deposits and descriptions of recent deep discoveries: SEG Newsletter, no. 31, Oct. 1997, p. 11, 13–25.",
114,1,"Arkell, B.W., 1991, Geology of the Tusc and MAC deposits, in Buffa, R.H., and Coyner, A.R., eds., Geology and ore deposits of the Great Basin: Field Trip Guidebook Compendium, v. 2, p. 862–864.",
114,5,"Harlan, J.B., Harris, D.A., Malette, P.M., Norby, J.W., Rota, J.C., and Sagar, J.J., 2002, Geology and mineralization of the Maggie Creek district, in Thompson, T.B., Teal, L., and Meeuwig, R.O., eds., Gold deposits of the Carlin Trend: Nevada Bureau of Mines and Geology Bulletin 111, p. 115–142.",
114,6,"Malan, P.O., 1997, Geology of the Tusc gold deposit, Eureka County, Nevada, in Hausen, D.M., Petruk, W., and Hagni, R.D., eds., Global exploitation of heap leachable gold deposits: Orlando, Proceedings of Minerals, Metals, and Materials Society, 9 p.",
114,4,"Ekburg, C.E., Rota, J.C., and Arkell, B.W., 1991, Geology and mineral deposits of the Maggie Creek subdistrict, Carlin Trend, Eureka County, Nevada, in Raines, G.L., Lisle, R.E., Schafer, R.W., and Wilkinson, W.H., eds., Geology and ore deposits of the Great Basin, symposium proceedings: Reno, Geological Society of Nevada, p. 625–633.",
114,3,"Doyle-Kunkel, M., 1993, Geology of the Tusc deposit, Nevada, in Christensen, O.D., ed., Gold deposits of the Carlin Trend, Nevada: Fort Collins, Colorado, Society of Economic Geologists Field Trip Guidebook Series, v. 18, p. 79–87.",
114,2,"Christensen, O.D., 1993, Carlin Trend overview, in Christensen, O.D., ed., Gold deposits of the Carlin Trend, Nevada: Fort Collins, Colorado, Society of Economic Geologists Field Trip Guidebook Series, v. 18, p. 12–26.",
114,7,"Norby, J.W., 2002, Geology of the Maggie Creek district, geologic map, scale 1:18,000, in Thompson, T.B., Teal, L., and Meeuwig, R.O., eds., Deep deposits along the Carlin Trend: Nevada Bureau of Mines and Geology Bulletin 111, 1 plate.",
115,2,"Breit, F.J., Jr., Ressel, M.W., Anderson, S.D., and Muirhead, E.M.M., 2005, Geology and gold deposits of the Twin Creeks mine, Humboldt County, Nevada, in Rhoden, H.N., Steininger, R.C., and Vikre, P.G., eds., Symposium 2005—Window to the world: Reno, Nevada Geological Society, p. 431–451.",
115,3,"Briggs, D.F., 2006, Mining operations report, version 2005: Unpublished.",
115,1,"Bloomstein, E.I., Massingil, G.L., Parratt, R.L., and Peltonen, D.R., 1991, Discovery, geology, and mineralization of the Rabbit Creek gold deposit, Humboldt County, Nevada, in Raines, G.L., Lisle, R.E., Schafer, R.W., and Wilkinson, W.H., eds., Geology and ore deposits of the Great Basin, Symposium Proceedings: Reno, Geological Society of Nevada, p. 821–843.",
115,4,"Groff, J.A., Heizler, M.T., McIntosh, W.C., and Norman, D.I., 1997, 40Ar/39Ar dating and mineral paragenesis for Carlin-type gold deposits along the Getchell Trend, Nevada—Evidence for Cretaceous and Tertiary gold mineralization: Economic Geology, v. 92, p. 601–622.",
115,5,"Hall, C.M., Kesler, S.E., Simon, G., and Fortuna J., 2000, Overlapping Cretaceous and Eocene alteration, Twin Creeks Carlin-type deposit, Nevada: Economic Geology, v. 95, p. 1739–1752.",
115,6,"Nevada Bureau of Mines and Geology, 2011, The Nevada mineral industry, 2010: Nevada Bureau of Mines and Geology Special Publication MI-2010, 151 p.",
115,7,"Newmont, 2012, Reserves and non-reserve mineralization: Annual Report of December 31, 2011, 8 p., last accessed May 8, 2012, at http://www.newmont.com/sites/default/files/u87/NEM_2011%20Attributable%20Reserves%20and%20NRM.PDF.","http://www.newmont.com/sites/default/files/u87/NEM_2011%20Attributable%20Reserves%20and%20NRM.PDF"
115,8,"Osteberg, M.W., and Guilbert, J.M., 1991, Geology, wall-rock alteration, and new exploration techniques at the Chimney Creek sediment-hosted gold deposit, Humboldt County, Nevada, in Raines, G.L., Lisle, R.E., Schafer, R.W., and Wilkinson, W.H., eds., Geology and ore deposits of the Great Basin, Symposium Proceedings: Reno, Geological Society of Nevada, p. 805–819.",
115,9,"Simon, G., Kesler, S.E., and Chryssoulis, S., 1999, Geochemistry and textures of gold-bearing arsenian pyrite, Twin Creeks, Nevada—Implications for deposition of gold in Carlin-type deposits: Economic Geology, v. 94, p. 405–422.",
115,10,"Stenger, D.P., Kesler, S.E., Peltonen, D.R., and Tapper, C.J., 1998, Deposition of gold in Carlin-type deposits—The role of sulfidation and decarbonation at Twin Creeks, Nevada: Economic Geology, v. 93, p. 201–215.",
115,11,"Thoreson, R.F., Jones, M.E., Breit, F.J., Doyle-Kunkel, M.A., and Clarke, L.J., 2000, The geology and gold mineralization of the Twin Creeks gold deposits, Humboldt county, Nevada, in Crafford, A.E.J., ed., Geology and ore deposits—The Great Basin and beyond; Geology and ore deposits of the Getchell region, Humboldt County, Nevada: Geological Society of Nevada Symposium 2000, Field Trip 9, p. 85–111.",
116,4,"Yukon-Nevada Gold Corp., 2011, Reserves and resources summary, Jerritt Canyon: June 28, 2011, NI 43-101 Report, 5 p., last accessed October 24, 2011, at http://www.yukonnevadagold.com/s/JerrittCanyon.asp?ReportID=195290&_Type=Jerritt-Canyon&_Title=Reserves-Resources.","http://www.yukonnevadagold.com/s/JerrittCanyon.asp?ReportID=195290&_Type=Jerritt-Canyon&_Title=Reserves-Resources"
116,1,"Mountean, J.L., and Henry, C.D., 2007, Preliminary geologic map of the Jerritt Canyon mining district, Elko County, Nevada, scale 1:24,000: Nevada Bureau of Mines and Geology, 1 sheet.",
116,2,"Peters, S.G., Armstrong, A.K., Harris, A.G., Oscarson, R.J., and Noble, P.J., 2003, Biostratigraphy and structure of Paleozoic host rocks and their relations to Carlin-type Au deposits in the Jerritt Canyon mining district, Nevada: Economic Geology, v. 98, no. 2, p. 317–337.",
116,3,"Yukon-Nevada Gold Corp., 2008, Form 6-K; Report of foreign private issuer, 13 p., last accessed January 26, 2011, at http://google.brand.edgar-online.com/EFX_dll/EDGARpro.dill?FetchFilingHTML?ID=5785696&SessionID=n1mvHjaFdF12g77.","http://google.brand.edgar-online.com/EFX_dll/EDGARpro.dill?FetchFilingHTML?ID=5785696&SessionID=n1mvHjaFdF12g77"
117,2,"AuEx Ventures, Inc., 2010b, Initial West Pequop gold resource: Press Release of June 3, 2010, 3 p., last accessed April 29, 2011, at http://finance.yahoo.com/news/AuEx-Ventures-Inc-Initial-iw-3263215376.html?x=0.","http://finance.yahoo.com/news/AuEx-Ventures-Inc-Initial-iw-3263215376.html?x=0"
117,3,"Bedell, R., Struhsacker, E., Craig, L., Miller, M., Coolbaugh, M., Smith, J., and Parrat, R., 2010, The Pequop mining district, Elko County, Nevada—An evolving new gold district, in Goldfarb, R.J., Marsh, E.E., and Monecke, T., eds., The challenge of finding new mineral resources—Metallogeny, innovative exploration, and new discoveries, v. I: Society of Economic Geologists Special Publication 15, p. 29–56.",
117,4,"ECEDA, 2008, AuEx Ventures, Inc.—West Pequop reports 73 feet at 0.37 ounces gold per ton, including 44.3 feet at 0.50 ounces gold per ton: Press Release of November 10, 2008, 2 p., last accessed April 29, 2011, at http://www.eceda.com/cgi-bin/miningnews2.cgi?20081110.","http://www.eceda.com/cgi-bin/miningnews2.cgi?20081110"
117,5,"Elko Daily, 2011, Newmont acquires Fronteer; Pilot Gold starts trading: Posted April 11, 2011, 1 p., last accessed April 29, 2011, at http://elkodaily.com/mining/article_e8940912-6467-11e0-b6af-001cc4c002e0.html.","http://elkodaily.com/mining/article_e8940912-6467-11e0-b6af-001cc4c002e0.html"
117,7,"Global Infomine, 2010, West Pequop: News Release of 03.04.2010, 1 p., last accessed April 29, 2011, at http://www.infomine.com/index/properties/WEST_PEQUOP.html.","http://www.infomine.com/index/properties/WEST_PEQUOP.html"
117,6,"Felder, P., Strubsacker, E.M., and Miller, M.S., 2010, The history of exploration and discovery of the Long Canyon gold deposit, Elko County, Nevada, USA, in Steiniger, R., and Pennel, B., eds., Great Basin evolution and metallogeny: Geological Society of Nevada, Symposium 2010 Proceedings, CD-ROM, p. 141–151.",
117,8,"Hellbush, C., Abrams, M., and Loptien, G., 2010, Gold occurrences at the West Pequop project, Elko County Nevada, in Steiniger, R., and Pennel, B., eds., Great Basin evolution and metallogeny: DEStech Publications, Inc., Geological Society of Nevada, Symposium 2010 Proceedings, p. 609–623.",
117,9,"Thorman, C.H. ,1970, Metamorphosed and non-metamorphosed Paleozoic rocks in the Wood Hills and Pequop Mountains, northeast Nevada: Geological Society of America Bulletin, v. 81, p. 2417–2448.",
117,1,"AuEx Ventures, Inc., 2010a, West Pequop final 2009 drill results and exploration update: Press Release of March 4, 2010, 2 p., last accessed April 29, 2011, at http://www.marketwire.com/press-release/AuEx-Ventures-Inc-West-Pequop-Final-2009-Drill-Results-and-Exploration-Update-TSX-XAU-1126401.htm.","http://www.marketwire.com/press-release/AuEx-Ventures-Inc-West-Pequop-Final-2009-Drill-Results-and-Exploration-Update-TSX-XAU-1126401.htm"
118,1,"Briggs, D.F., 2006, Mining operations report, version 2005: Unpublished.",
118,3,"Nutt, C.J., Hofstra, A.H., Hart, K.S., and Mortensen, J.K., 2000, Structural setting and genesis of gold deposits in the Bald Mountain-Alligator Ridge area, east-central Nevada, in Cluer, J.K., Price, J.G., Struhsacker, E.M., Hardyman, R.F., and Morris, C.L., eds., Geology and ore deposits 2000—The Great Basin and beyond: Reno, Geological Society of Nevada Symposium Proceedings, p. 513–537.",
118,4,"Nutt, C.J., and Hart, K.S., 2004, Geologic map of the Big Bald Mountain quadrangle and part of the Tognini Spring quadrangle, White Pine County, Nevada: Reno, Nevada Bureau of Mines and Geology, Map 145.",
118,2,"Maher, B.J., 1997, Mississippian sedimentary rock-hosted gold deposits of the eastern Great Basin—Relative importance of stratigraphic and structural ore controls, in Vikre, P., Thompson, T.B., Bettles, K., Christensen, O., and Paratt, R., eds., Carlin-type gold deposits, field conference: Society of Economic Geologists Guidebook Series, v. 28, p. 171–182.",
119,7,"Timberline Resources Corp., 2011a, Lookout Mountain project: Press Release of March 21, 2011, 2 p., last accessed June 13, 2011, at http://timberline-resources.com/main.php?page=165.","http://timberline-resources.com/main.php?page=165"
119,3,"Nolan, T.B., 1960, The Eureka mining district, Nevada, U.S. Geological Survey Professional Paper 406, 78 p.",
119,1,"Briggs, D.F., 2006, Mining operations report, version 2005: Unpublished.",
119,4,"Nolan, T.B., and Hunt, R.L., 1968, The Eureka mining district, Nevada, in Ridge, J.D., ed., Ore deposits of the United States, 1933–1967 (Graton-Sales volume): New York, American Institute of Mining, Metallurgy and Petroleum Engineers, p. 966–991.",
119,5,"Shave, D.R., and Nolan, T.B., 1989, Gold in Eureka mining district, Nevada: U.S. Geological Survey Bulletin 1857-C, p. C27–C37.",
119,6,"Timberline Resources Corp., 2011, Historic exploration: Projects, 5 p., last accessed June 10, 2011, at http://www.timberline-resources.com/main.php?page=164.","http://www.timberline-resources.com/main.php?page=164"
119,2,"Nevada Bureau of Mines and Geology, 1989, The Nevada mineral industry, 1989: Nevada Bureau of Mines and Geology Special Publication MI-1989, 55 p.",
120,7,"Nutt, C.J., and Hofstra, A.H., 2007, Bald Mountain gold mining district, Nevada—A Jurassic reduced intrusion-related gold system: Economic geology, v. 102, p. 1129–1155.",
120,1,"Briggs, D.F., 2006, Mining operations report, version 2005: Unpublished.",
120,2,"Cox, J.W., and Lamborn, J.C., 1991, Geology and mineralization of the Winrock project, White Pine County, Nevada, in Buffa, R.H., and Coyner, A.R., eds., Geology and ore deposits of the Great Basin, Field Trip Guidebook Compendium, v. 1: Reno, Geological Society of Nevada, p. 116–118.",
120,3,"Hitchborn, A.D, Arbonies, D.G., Peters, S.G., Noble, D.C., Larson, L.T., Beebe, J.S., and McKee, E.H., 1996, Geology and gold deposits of the Bald Mountain mining district, White Pine County, Nevada, in Coyner, A.R., and Fahey, P.L., eds., Geology and ore deposits of the American Cordillera: Reno, Geological Society of Nevada Symposium 1995 Proceedings, p. 505–546.",
120,4,"Ilchik, R.P., 1990, Geology of the Vantage gold deposits, Alligator Ridge-Bald Mountain mining district, Nevada: Economic Geology, v. 85, no. 1, p. 50–75.",
120,5,"Nutt, C.J., Hofstra, A.H., Hart, K.S., and Mortensen, J.K., 2000, Structural setting and genesis of gold deposits in the Bald Mountain-Alligator Ridge area, east-central Nevada, in Cluer, J.K., Price, J.G., Struhsacker, E.M., Hardyman, R.F., and Morris, C.L., eds., Geology and ore deposits 2000—The Great Basin and beyond: Reno, Geological Society of Nevada Symposium Proceedings, p. 513–537.",
120,6,"Nutt, C.J., and Hart, K.S., 2004, Geologic map of the Big Bald Mountain quadrangle and part of the Tognini Spring quadrangle, White Pine County, Nevada: Reno, Nevada Bureau of Mines and Geology, Map 145.",
121,2,"Doyle, J.B., 2007, Geology and structure of Winters Creek, Jerritt Canyon district, Elko County: Reno, University of Nevada, MS thesis, 61 p.",
121,3,"Mountean, J.L., and Henry, C.D., 2007, Preliminary geologic map of the Jerritt Canyon mining district, Elko County, Nevada, scale 1:24,000: Nevada Bureau of Mines and Geology, 1 sheet.",
121,1,"Bratland, C.T., 1991, Geology of the Winters Creek gold deposit, Independence Mountain Range, Elko County, Nevada, in Raines, G.L., Lisle, R.E., Schafer, R.W., and Wilkinson, W.H., eds., Geology and ore deposits of the Great Basin, Symposium Proceedings: Reno, Geological Society of Nevada, p. 607–618.",
121,4,"Nevada Bureau of Mines and Geology, 2008, The Nevada mineral industry, 2008: Nevada Bureau of Mines and Geology Special Publication MI-2008, 178 p.",
121,5,"Yukon-Nevada Gold Corp., 2008, Form 6-K; Report of foreign private issuer, 13 p., last accessed January 26, 2011, at http://google.brand.edgar-online.com/EFX_dll/EDGARpro.dill?FetchFilingHTML?ID=5785696&SessionID=n1mvHjaFdF12g77.","http://google.brand.edgar-online.com/EFX_dll/EDGARpro.dill?FetchFilingHTML?ID=5785696&SessionID=n1mvHjaFdF12g77"
121,6,"Yukon-Nevada Gold Corp., 2011, Reserves and resources summary, Jerritt Canyon: June 28, 2011, NI 43-101 Report, 5 p., last accessed October 24, 2011, at http://www.yukonnevadagold.com/s/JerrittCanyon.asp?ReportID=195290&_Type=Jerritt-Canyon&_Title=Reserves-Resources.","http://www.yukonnevadagold.com/s/JerrittCanyon.asp?ReportID=195290&_Type=Jerritt-Canyon&_Title=Reserves-Resources"
